"name","genres","director","actor1","actor2","actor3","color","plotkey","language","year","score"
"Happy, Texas ","Comedy|Crime|Romance","Mark Illsley","Ally Walker","Illeana Douglas","Jeremy Northam","Color","banker|beauty pageant|escaped convict|gay|pageant","English",1999,6.3
"My Name Is Bruce ","Comedy|Fantasy","Bruce Campbell","Ted Raimi","Dan Hicks","Timothy Patrick Quill","Color","b movie|birthday|chinese|demon|small town","English",2007,6.3
"Once Upon a Time in Queens ","Comedy|Drama","Dave Rodriguez","Chazz Palminteri","Michael Rapaport","Paul Sorvino","","","English",2013,6.3
"The Blue Room ","Crime|Romance|Thriller","Mathieu Amalric","Mathieu Amalric","Léa Drucker","Laurent Poitrenaux","Color","male pubic hair|manipulative personality|murder of wife|neglected wife|pubic hair","French",2014,6.3
"Palo Alto ","Drama","Gia Coppola","James Franco","Nat Wolff","Olivia Crocicchia","Color","girls' soccer|high school|high school student|soccer coach|teenager","English",2013,6.3
"16 to Life ","Comedy|Romance","Becky Smith","Will Rothhaar","Emily Baldoni","Hallee Hirsh","Color","birthday|digit in title|love|masturbation|teenager","English",2009,6.3
"Kill List ","Crime|Horror|Thriller","Ben Wheatley","MyAnna Buring","Ben Crompton","Neil Maskell","Color","female full frontal nudity|hitman|knee breaking|male full frontal nudity|sniper","English",2011,6.3
"The Sisterhood of Night ","Drama|Mystery|Thriller","Caryn Waechter","Laura Fraser","Kara Hayward","Louis Ozawa Changchien","Color","accused of witchcraft|based on short story","English",2014,6.3
"Water & Power ","Crime|Drama","Richard Montoya","Nicholas Gonzalez","Angela Nordeng","Exie Booker","Color","","English",2013,6.3
"Paranormal Activity ","Horror","Oren Peli","Micah Sloat","Ashley Palmer","Amber Armstrong","Color","dark force|entity|evil force|found footage|paranormal phenomenon","English",2007,6.3
"The Broadway Melody ","Musical|Romance","Harry Beaumont","Anita Page","Bessie Love","Charles King"," Black and White","sibling rivalry|singer|sister act|whistling|wisecrack humor","English",1929,6.3
"The Sticky Fingers of Time ","Sci-Fi","Hilary Brougher","James Urbaniak","Samantha Buck","Terumi Matthews"," Black and White","future|nonlinear timeline|time travel|title directed by female|writer","English",1997,6.3
"H. ","Drama|Sci-Fi|Thriller","Rania Attieh","Paul Hickert","Robin Bartlett","Rebecca Dayan","Color","","English",2014,6.3
"Tadpole ","Comedy|Drama|Romance","Gary Winick","Bebe Neuwirth","Aaron Stanford","Ron Rifkin","Color","best friend|boy|french|friend|love","English",2000,6.3
"Supporting Characters ","Comedy","Daniel Schechter","Lena Dunham","Kevin Corrigan","Alex Karpovsky","Color","film editor|kiss|marriage proposal|movie screening|urination","English",2012,6.3
"Tiny Furniture ","Comedy|Drama|Romance","Lena Dunham","Lena Dunham","Merritt Wever","Jemima Kirke","Color","adult returns home|girl with glasses|hipster|shower|title directed by female","English",2010,6.3
"The Exploding Girl ","Drama","Bradley Rust Gray","Zoe Kazan","Mark Rendall","Jordan Scovel","Color","friend|hospital|low budget film|ring|stoned","English",2009,6.3
"Rampage ","Action|Crime|Thriller","Uwe Boll","Matt Frewer","Katharine Isabelle","Michael Paré","Color","death|first part|killing spree|massacre|murder","English",2009,6.3
"Cavite ","Thriller","Neill Dela Llana","Ian Gamazon","Edgar Tancangco","Quynn Ton","Color","jihad|mindanao|philippines|security guard|squatter","English",2005,6.3
"A Plague So Pleasant ","Drama|Horror|Thriller","Benjamin Roberds","Eva Boehnke","Maxwell Moody","David Chandler","Color","","English",2013,6.3
"Shanghai Calling ","Comedy|Drama|Romance","Daniel Hsia","Alan Ruck","Daniel Henney","Eliza Coupe","Color","","English",2012,6.3
"Oz the Great and Powerful ","Adventure|Family|Fantasy","Sam Raimi","Tim Holmes","Mila Kunis","James Franco","Color","circus|magic|magician|oz|witch","English",2013,6.4
"Shrek Forever After ","Adventure|Animation|Comedy|Family|Fantasy","Mike Mitchell","Jon Hamm","Kathy Griffin","Mary Kay Place","Color","alternate world|fairy tale parody|female warrior|ogre|true love","English",2010,6.4
"Terminator 3: Rise of the Machines ","Action|Sci-Fi","Jonathan Mostow","Nick Stahl","M.C. Gainey","Carolyn Hennesy","Color","drifter|exploding truck|future|machine|skynet","English",2003,6.4
"Alice Through the Looking Glass ","Adventure|Family|Fantasy","James Bobin","Johnny Depp","Alan Rickman","Anne Hathaway","Color","clock|dark fantasy|mad hatter|queen|sequel","English",2016,6.4
"Hancock ","Action|Drama","Peter Berg","Will Smith","Charlize Theron","Eddie Marsan","Color","bully comeuppance|destruction|prison|superhero|tough girl","English",2008,6.4
"White House Down ","Action|Drama|Thriller","Roland Emmerich","Channing Tatum","Jake Weber","Matt Craven","Color","black u.s. president|president|secret service|tour|white house","English",2013,6.4
"Final Fantasy: The Spirits Within ","Action|Adventure|Animation|Fantasy|Romance|Sci-Fi","Hironobu Sakaguchi","Steve Buscemi","Ming-Na Wen","Jean Simmons","Color","general|military|scientist|soldier|year 2065","English",2001,6.4
"The World Is Not Enough ","Action|Adventure|Thriller","Michael Apted","Colin Salmon","Maria Grazia Cucinotta","Desmond Llewelyn","Color","british|oil|scientist|terrorist|tycoon","English",1999,6.4
"Salt ","Action|Crime|Mystery|Thriller","Phillip Noyce","Angelina Jolie Pitt","Andre Braugher","August Diehl","Color","cia|on the run|russian|russian spy|strong female lead","English",2010,6.4
"Harry Potter and the Deathly Hallows: Part I ","Fantasy","Matt Birch","Rupert Grint","Toby Jones","Alfred Enoch","Color","","English",2010,6.4
"Rio 2 ","Adventure|Animation|Comedy|Family|Musical","Carlos Saldanha","Miguel Ferrer","Rachel Crow","Jeffrey Garcia","Color","amazon|bird|father in law|jungle|no opening credits","English",2014,6.4
"The Day After Tomorrow ","Action|Adventure|Sci-Fi|Thriller","Roland Emmerich","Jake Gyllenhaal","Dennis Quaid","Sela Ward","Color","climate|end of the world|global warming|natural disaster|weather","English",2004,6.4
"The Perfect Storm ","Action|Adventure|Drama|Thriller","Wolfgang Petersen","Karen Allen","Mary Elizabeth Mastrantonio","Bob Gunton","Color","death|fish|fishing|sea|storm","English",2000,6.4
"Night at the Museum ","Action|Adventure|Comedy|Family|Fantasy","Shawn Levy","Robin Williams","Rami Malek","Steve Coogan","Color","chaos|museum|museum of natural history|night watchman|watchman","English",2006,6.4
"Ocean's Twelve ","Crime|Thriller","Steven Soderbergh","Brad Pitt","Julia Roberts","Mini Anden","Color","father daughter relationship|heist|pretending to be pregnant|sequel|thief","English",2004,6.4
"The Taking of Pelham 1 2 3 ","Action|Crime|Thriller","Tony Scott","Denzel Washington","Ramon Rodriguez","Michael Rispoli","Color","hijack|hostage|ransom|subway|train","English",2009,6.4
"The Interpreter ","Crime|Mystery|Thriller","Sydney Pollack","Curtiss Cook","George Harris","Michael Wright","Color","african|assassination|dialect|interpreter|threat","Aboriginal",2005,6.4
"Air Force One ","Action|Adventure|Drama|Thriller","Wolfgang Petersen","Harrison Ford","Gary Oldman","Dean Stockwell","Color","ex soldier|hijacker|hostage|president|terrorist","English",1997,6.4
"Click ","Comedy|Drama|Fantasy|Romance","Frank Coraci","Adam Sandler","Cameron Monaghan","Julie Kavner","Color","architect|frozen time|obese man|remote control|stopped time","English",2006,6.4
"Charlotte's Web ","Comedy|Family|Fantasy","Gary Winick","Steve Buscemi","Julia Roberts","Oprah Winfrey","Color","barn|pig|piglet|spider|uncle","English",2006,6.4
"The Longest Yard ","Comedy|Crime|Sport","Peter Segal","Adam Sandler","Steve Reevis","Dalip Singh","Color","coach|convict|football|prison|warden","English",2005,6.4
"Just Go with It ","Comedy|Romance","Dennis Dugan","Adam Sandler","Bailee Madison","Kevin Nealon","Color","chick flick|hawaii|love|plastic surgeon|woman wearing a string bikini","English",2011,6.4
"Evolution ","Drama|Horror|Mystery|Sci-Fi","Lucile Hadzihalilovic","Nissim Renard","Roxane Duran","Julie-Marie Parmentier","Color","boy|giving birth|nurse|sea|ultrasonography","French",2015,6.4
"Minions ","Action|Animation|Comedy|Family|Sci-Fi","Kyle Balda","Steve Carell","Jon Hamm","Steve Coogan","Color","antarctica|minion|queen|super villain|villain","English",2015,6.4
"Funny People ","Comedy|Drama","Judd Apatow","Adam Sandler","RZA","Maude Apatow","Color","breasts|comedian|craigslist|infidelity|stand up comedian","English",2009,6.4
"Star Trek: Insurrection ","Action|Adventure|Sci-Fi|Thriller","Jonathan Frakes","LeVar Burton","Jonathan Frakes","Michael Dorn","Color","alien|captain|commander|conspiracy|planet","English",1998,6.4
"Underworld: Awakening ","Action|Fantasy|Horror","Måns Mårlind","Theo James","Stephen Rea","Sandrine Holt","Color","battle|cryogenics|detective|scientist|vampire","English",2012,6.4
"The Sum of All Fears ","Action|Drama|Thriller","Phil Alden Robinson","Morgan Freeman","Bruce McGill","Philip Baker Hall","Color","analyst|cia|nuclear bomb|nuclear weapons|russia","English",2002,6.4
"Ted 2 ","Comedy","Seth MacFarlane","Liam Neeson","Morgan Freeman","Seth MacFarlane","Color","baby|f word|fight|lawyer|marriage","English",2015,6.4
"What Women Want ","Comedy|Fantasy|Romance","Nancy Meyers","Judy Greer","Lisa Edelstein","Loretta Devine","Color","advertising|battle of the sexes|ex husband ex wife relationship|pantyhose|telepathy","English",2000,6.4
"Space Cowboys ","Action|Adventure|Thriller","Clint Eastwood","Clint Eastwood","Courtney B. Vance","William Devane"," Black and White","nasa|old age|satellite|space|space shuttle","English",2000,6.4
"Cliffhanger ","Action|Adventure|Thriller","Renny Harlin","Sylvester Stallone","Leon","Janine Turner","Color","money|mountain|rocky mountains|snow|suitcase","English",1993,6.4
"Mona Lisa Smile ","Drama","Mike Newell","Julia Roberts","Kirsten Dunst","Marian Seldes","Color","art|college|school|student|wellesley college","English",2003,6.4
"The Dictator ","Comedy|Romance","Larry Charles","Sayed Badreya","Aasif Mandvi","Horatio Sanz","Color","dictator|hotel|oil|overalls|sunglasses","English",2012,6.4
"Red Dawn ","Action|Drama|War","John Milius","Lea Thompson","Jennifer Grey","William Smith","Color","guerrilla|high school|invasion|soviet|wolverine","English",1984,6.4
"Death Race ","Action|Sci-Fi|Thriller","Paul W.S. Anderson","Jason Statham","Max Ryan","Joan Allen","Color","armored car|car|murder|prison|warden","English",2008,6.4
"The Scorch Trials ","Action|Sci-Fi|Thriller","Wes Ball","Ki Hong Lee","Lili Taylor","Rosa Salazar","Color","desert|disease|escape|resistance|virus","English",2015,6.4
"Star Trek: Nemesis ","Action|Adventure|Sci-Fi|Thriller","Stuart Baird","Tom Hardy","LeVar Burton","Jonathan Frakes","Color","earth|federation|romulan|slave|space","English",2002,6.4
"Goosebumps ","Adventure|Comedy|Family|Fantasy|Horror","Rob Letterman","Odeya Rush","Dylan Minnette","Ken Marino","Color","based on book|blob|ferris wheel|manuscript|monster","English",2015,6.4
"DragonHeart ","Action|Adventure|Fantasy","Rob Cohen","Dennis Quaid","Brian Thompson","Terry O'Neill","Color","dragon|england|human dragon relationship|king|knight","English",1996,6.4
"Bowfinger ","Comedy","Frank Oz","Robert Downey Jr.","Adam Alexi-Malle","Jamie Kennedy","Color","film within a film|filmmaking|guerrilla filmmaking|making of a movie|scientology parody","English",1999,6.4
"Death Becomes Her ","Comedy|Fantasy|Horror","Robert Zemeckis","Bruce Willis","Meryl Streep","Isabella Rossellini","Color","plastic surgeon|rejuvenation|revenge|rival|rivalry","English",1992,6.4
"Executive Decision ","Action|Adventure|Thriller","Stuart Baird","Oliver Platt","Joe Morton","J.T. Walsh","Color","bomb|hostage|military|plane|terrorist","English",1996,6.4
"Alien 3 ","Action|Horror|Sci-Fi","David Fincher","Charles S. Dutton","Holt McCallany","Paul McGann","Color","alien|crash|planet|prison|survivor","English",1992,6.4
"Muppets Most Wanted ","Adventure|Comedy|Crime|Family|Musical","James Bobin","Ty Burrell","Tina Fey","Hugh Bonneville","Color","europe|frog|gulag|prison break|puppet","English",2014,6.4
"Burlesque ","Drama|Music|Musical|Romance","Steve Antin","Eric Dane","Peter Gallagher","David Walton","Color","burlesque|dancer|iowa|small town girl|stage","English",2010,6.4
"Elizabethtown ","Comedy|Drama|Romance","Cameron Crowe","Orlando Bloom","Kirsten Dunst","Judy Greer","Color","flight|flight attendant|kentucky|shoes|travel","English",2005,6.4
"The Change-Up ","Comedy|Fantasy","David Dobkin","Ryan Reynolds","Olivia Wilde","Mircea Monroe","Color","best friend|fountain|law firm|lawyer|sex","English",2011,6.4
"How to Lose a Guy in 10 Days ","Comedy|Romance","Donald Petrie","Matthew McConaughey","Adam Goldberg","Thomas Lennon","Color","advertising executive|diamond|magazine|party|wager","English",2003,6.4
"Ninja Assassin ","Action|Crime|Thriller","James McTeigue","Shô Kosugi","Ben Miles","Rain","Color","critically bashed|kung fu|martial artist|martial arts|ninja","English",2009,6.4
"Blood Work ","Action|Crime|Drama|Mystery|Thriller","Clint Eastwood","Clint Eastwood","Anjelica Huston","Rick Hoffman","Color","boat|heart transplant|murder|serial killer|sister","English",2002,6.4
"The Messenger: The Story of Joan of Arc ","Adventure|Biography|Drama|History|War","Luc Besson","Paul Brooke","David Bailie","Rab Affleck","Color","cathedral|dauphin|france|trial|wartime rape","English",1999,6.4
"Death to Smoochy ","Comedy|Crime|Drama|Thriller","Danny DeVito","Robin Williams","Vincent Schiavelli","Danny Woodburn","Color","children|children's tv show|money|revenge|scandal","English",2002,6.4
"Child 44 ","Crime|Drama|Thriller","Daniel Espinosa","Tom Hardy","Fares Fares","Michael Nardone","Color","child murderer|murder|sex|soviet union|woman slaps a man","English",2015,6.4
"Rat Race ","Adventure|Comedy","Jerry Zucker","Corinna Harney","Douglas Haase","Vince Vieluf","Color","casino|locker|money|museum|race","English",2001,6.4
"Kate & Leopold ","Comedy|Fantasy|Romance","James Mangold","Hugh Jackman","Natasha Lyonne","Bradley Whitford","Color","bridge|brooklyn bridge|falling down an elevator shaft|time travel|time travel romance","English",2001,6.4
"Riding in Cars with Boys ","Biography|Comedy|Drama","Penny Marshall","Rosie Perez","Adam Garcia","Alissa Dean","Color","boy|college|heroin|working class|writer","English",2001,6.4
"Last Holiday ","Adventure|Comedy|Drama","Wayne Wang","LL Cool J","Alicia Witt","Timothy Hutton","Color","chef|congressman|cook|hotel|senator","English",2006,6.4
"The Producers ","Comedy|Musical","Susan Stroman","Jon Lovitz","Will Ferrell","Matthew Broderick","Color","accountant|money|opening night|scheme|swedish","English",2005,6.4
"Love in the Time of Cholera ","Drama|Romance","Mike Newell","Marcela Mar","Giovanna Mezzogiorno","Unax Ugalde","Color","19th century|colombia|love|marriage|widow","English",2007,6.4
"Rambo: First Blood Part II ","Action|Adventure|Thriller|War","George P. Cosmatos","Sylvester Stallone","Julia Nickson","Martin Kove","Color","1980s|mission|prison|rambo|vietnam","English",1985,6.4
"Double Jeopardy ","Crime|Mystery|Thriller","Bruce Beresford","Bruce Greenwood","Annabeth Gish","Bruce Campbell","Color","blood|murder|sex scene|wrongful arrest|wrongful conviction","English",1999,6.4
"Lucy ","Action|Sci-Fi|Thriller","Luc Besson","Scarlett Johansson","Morgan Freeman","Amr Waked","Color","brain capacity|drugs|fictional drug|one woman army|tough girl","English",2014,6.4
"He's Just Not That Into You ","Comedy|Drama|Romance","Ken Kwapis","Carmen Perez","Sabrina Revelle","Sachiko Ishida","Color","advertising|bar|dating|lingerie slip|six word title","English",2009,6.4
"17 Again ","Comedy|Drama|Family|Fantasy|Romance","Burr Steers","Matthew Perry","Hunter Parrish","Thomas Lennon","Color","adult as child|father son relationship|high school student|janitor|school","English",2009,6.4
